title,tags_x,genre,popularity,vote_count,vote_average
planetarium,"rebecca zlotowski natali portman, lily-ros depp, emmanuel salinger, amira casar, pierr salvadori, loui garrel dramas, intern movi in pre-world war ii france, two sister purport to be abl to commun with the dead and soon catch the eye of an ambiti filmmaker.","Drama, Fantasy, Mystery",15.69,166.0,not_popular
platoon,"oliv stone tom berenger, willem dafoe, charli sheen, forest whitaker, francesco quinn, john c. mcginley, richard edson, kevin dillon, reggi johnson, keith david action & adventure, classic movies, drama a soldier grow disillus as he' caught between rival sergeant in thi semi-autobiograph vietnam war drama from writer-director oliv stone.","Drama, War, Action",35.744,3466.0,popular
popeye,"robert altman robin williams, shelley duvall, ray walston, paul dooley, paul l. smith, richard libertini, donald moffat, macintyr dixon, roberta maxwell, donovan scott action & adventure, children & famili movies, comedi dure a storm that wreck hi ship, super-strong sailor popey wash ashor and wind up room at the oyl household, where he meet olive.","Action, Adventure, Comedy, Family",16.638,462.0,not_popular
powder,"manish chaudhary, pankaj tripathi, geetika tyagi, rahul bagga crime tv shows, intern tv shows, tv drama two men who grew up in mumbai' slum are drawn into the city' brutal narcot trade, where they fight on opposit side of the law.","Drama, Fantasy, Science Fiction, Thriller",16.374,449.0,average
primal fear,"gregori hoblit richard gere, edward norton, laura linney, john mahoney, alfr woodard, franc mcdormand, terri o'quinn, andr braugher, steven bauer, joe spano, kenneth tigar, toni plana, maura tierney, stanley anderson dramas, thriller when a blood-spatt altar boy is found run from a murder scene, hi convict seem certain – but hi attorney is determin to win the case.","Crime, Drama, Mystery, Thriller",19.782,2426.0,popular
pulp fiction,"quentin tarantino john travolta, samuel l. jackson, uma thurman, harvey keitel, tim roth, amanda plummer, maria de medeiros, ving rhames, eric stoltz, rosanna arquette, christoph walken, bruce willi classic movies, cult movies, drama thi styliz crime caper weav togeth stori featur a burger-lov hit man, hi philosoph partner and a washed-up boxer.","Thriller, Crime",55.352,22733.0,popular
quantum of solace,"marc forster daniel craig, olga kurylenko, mathieu amalric, judi dench, giancarlo giannini, gemma arterton, jeffrey wright, david harbour, jesper christensen, anatol taubman action & adventur pick up an hour after the event of 2006' casino royale, thi jame bond adventur find 007 track a traitor who' infiltr britain' mi6.","Adventure, Action, Thriller, Crime",44.059,6441.0,below_avg
race to witch mountain,"andi fickman dwayn johnson, annasophia robb, alexand ludwig, carla gugino, ciarán hinds, tom everett scott, chri marquette, billi brown, christin lakin, tom woodruff jr., john kassir, garri marshall, john duff, ted hartley, dave engfer, bob clendenin, shengyi huang, robert torti, kim richards, brandon miller, paul darnell, omar dorsey, denni hayden, suzann krull, steve rosenbaum, andrew shaifer, bryan fogel, bob koherr, sam wolfson, beth kennedy, corri english, jonathan slavin, kevin christy, meredith saleng children & famili movi a sister and brother with special power are on the run from a mysteri organ that want to take advantag of the siblings' gifts.","Adventure, Family, Fantasy, Science Fiction, Thriller, Action",17.835,1387.0,not_popular
raging bull,"martin scorses robert de niro, cathi moriarty, joe pesci, frank vincent, nichola colasanto, theresa saldana, mario gallo, frank adonis, joseph bono classic movies, dramas, sport movi thi gritti biopic of brutal boxer jake lamotta portray a torment soul rise to the top of hi sport, onli to be undon by hi demons.","Drama, History",18.628,3274.0,popular
railroad tigers,"ding sheng jacki chan, zitao huang, jayce chan, wang kai, hiroyuki ikeuchi, sang ping, alan ng, xu fan, darren wang action & adventure, comedies, intern movi dure world war ii, a chines railroad worker lead a group of brave resist fighter against the forc of japanes occupation.","Action, Comedy, War",14.357,99.0,not_popular
rampant,"kim sung-hoon hyun bin, jang dong-gun, jo woo-jin, jeong man-sik, lee sun-bin, kim eui-sung, cho dal-hwan, seo ji-hye, kim tae-woo, kim joo-hyuk action & adventure, horror movies, intern movi when princ lee cheong return to joseon after hi brother’ death, he find the kingdom plagu by deadli creatur – but they’r not the onli threat.","Action, Horror, Drama, Fantasy",14.435,137.0,average
rebel without a cause,"nichola ray jame dean, natali wood, sal mineo, jim backus, ann doran, corey allen, william hopper, rochel hudson, denni hopper, edward platt classic movies, drama when jim stark arriv in a new town with hi troubl past firmli in tow, he quickli fall for the girl next door and befriend the vulner plato.",Drama,16.42,1212.0,popular
red dawn,"john miliu patrick swayze, c. thoma howell, lea thompson, charli sheen, darren dalton, jennif grey, brad savage, doug toby, ben johnson, harri dean stanton action & adventure, cult movi a group of teenag wit soviet and cuban paratroop descend on their small colorado town and systemat set off world war iii.","Action, Thriller",56.998,1278.0,not_popular
remember me,"allen coulter robert pattinson, emili de ravin, chri cooper, lena olin, pierc brosnan, tate ellington, rubi jerins, gregori jbara, meghan markl dramas, romant movi tyler' still feel lost follow the tragedi that' strain hi relationship with hi father when he meet ally, a girl who understand hi pain.","Drama, Romance",22.59,3115.0,average
residente,"rené pérez joglar rené pérez joglar documentaries, music & music the result of a dna test spur puerto rican rap icon resident to set out on a global voyag in search of hi root and fresh music inspiration.","Music, Documentary",20.585,16.0,average
revenge,"lalita panyopas, saksit tangtong, tao somchai khemklad, tack parunyu rojanawuttitum, pongsatorn jongwilas, chaleumpol tikumpornteerawong, akarin akaranitimaytharatt, kanthi pitithan, plerng pollapakk vacharaponghiran, kritteera inpornwijit crime tv shows, intern tv shows, tv drama after a mother and her daughter are gang-rap by seven men, the daughter suffer a mental breakdown, and the singl mom set out to get revenge.","Action, Thriller, Horror",30.039,1367.0,below_avg
revolutionary road,"sam mend leonardo dicaprio, kate winslet, kathi bates, michael shannon, kathryn hahn, david harbour, dylan baker, richard easton, zoe kazan, jay o. sanders, max casella dramas, romant movi april and frank' marriag unravel when a plan to chang their ""perfect"" live becom their last hope to escap live engulf in emptiness.","Drama, Romance",18.317,3122.0,average
righteous kill,"jon avnet robert de niro, al pacino, 50 cent, carla gugino, john leguizamo, donni wahlberg, brian dennehy, trilbi glover dramas, thriller two detect investig a rash of vigilant kill link to an old case, suggest they might have put an innoc man behind bars.","Action, Crime, Drama, Thriller",14.344,971.0,not_popular
rocky,"john g. avildsen sylvest stallone, talia shire, burt young, carl weathers, burgess meredith, thayer david, joe spinell, jimmi gambina, bill baldwin action & adventure, classic movies, drama sylvest stallon shot to fame as rocki balboa, an unknown fighter who' given a shot at fight world champ apollo creed as a public stunt.",Drama,61.256,5969.0,popular
rocky ii,"sylvest stallon sylvest stallone, talia shire, burt young, carl weathers, burgess meredith, toni burton, joe spinell, leonard gaines, john pleshette, sylvia meal dramas, sport movi featur a rous climax, thi engag sequel find boxer rocki balboa return to the ring for a rematch against reign champ apollo creed.",Drama,47.538,3319.0,popular
rocky iii,"sylvest stallon sylvest stallone, talia shire, burt young, carl weathers, burgess meredith, toni burton, mr. t, hulk hogan, ian fri dramas, sport movi after take a pound from a power young fighter, humbl world champ rocki balboa turn to ex-riv apollo creed for help in regain hi form.",Drama,43.847,3125.0,average
rocky iv,"sylvest stallon sylvest stallone, talia shire, burt young, carl weathers, dolph lundgren, brigitt nielsen, toni burton, michael pataki dramas, sport movi rocki balboa take on the cold war, come out of retir to battl a soviet fighter who pulver rocky' friend and former rival, apollo creed.",Drama,56.051,3362.0,average
rocky v,"john g. avildsen sylvest stallone, talia shire, burt young, richard gant, tommi morrison, sage stallone, burgess meredith, toni burton dramas, sport movi inspir by the memori of hi trainer, a broke and seemingli careerless rocki find glori in train and take on an up-and-com boxer.",Drama,37.595,2424.0,not_popular
room,"lenni abrahamson brie larson, jacob tremblay, joan allen, sean bridgers, tom mccamus, william h. macy, ca anvar, amanda brugel, wendi crewson, sandi mcmaster dramas, independ movi kidnapped, confin to a tini room and raped, a young woman give birth to a son. when he reach hi fifth birthday, she begin plot an escape.","Drama, Thriller",21.235,7865.0,popular
room on the broom,"max lang, jani lachauer simon pegg, gillian anderson, rob brydon, martin clunes, salli hawkins, david walliams, timothi spall children & famili movies, independ movi a gentl witch with a ginger braid offer ride to a varieti of anim on her increasingli crowd broom, much to her grumpi cat' chagrin.","Family, Animation",13.654,64.0,below_avg
rosemary's baby,"roman polanski mia farrow, john cassavetes, ruth gordon, sidney blackmer, mauric evans, ralph bellamy, patsi kelly, elisha cook jr., emmalin henry, charl grodin classic movies, horror movies, thriller a woman is thrill to find out she' pregnant. but as her belli grows, the more certain she becom that her unborn child is in seriou danger.","Drama, Horror",20.829,2998.0,popular
rounders,"john dahl matt damon, edward norton, john turturro, gretchen mol, famk janssen, john malkovich, martin landau, michael rispoli, josh mostel, tom aldredg drama a law student befriend and ""befoes"" a fellow gambl addict and a club owner, and tension run high when they must come up with $15k in just 5 days.","Drama, Crime",19.092,1330.0,average
rumble,"r. elli frazier gari daniels, lui gatica, sissi fleitas, eddi j. fernandez, fabián lópez, justin nesbitt, pedro rodman rodriguez action & adventure, independ movi an ex-mma champion reduc to fix fight in mexico must win one last match to save hi girlfriend, who' been kidnap by the mob.","Family, Comedy, Animation",61.444,206.0,average
rumble in the bronx,"stanley tong jacki chan, anita mui, françois yip, bill tung, marc akerstream, garvin cross, morgan lam, ailen sit action & adventure, comedies, intern movi dure a visit to the bronx to help out at hi uncle' store, a cheer martial art expert spring into action when a gang terror the shop.","Crime, Action, Comedy, Thriller",29.248,718.0,average
run,"jeeva abhishek bachchan, bhoomika chawla, mahesh manjrekar, vijay raaz, mukesh rishi, ayesha jhulka, anjan srivastav, goga kapoor, mukul agarwal, shweta menon action & adventure, intern movies, music & music siddharth fall in love with beauti jhanvi. but jhanvi' brother ganpat is overli possess – and determin to destroy their relationship.","Thriller, Horror, Drama",26.412,1593.0,popular
runaway bride,"garri marshal julia roberts, richard gere, joan cusack, hector elizondo, rita wilson, paul dooley, christoph meloni, donal logue, reg rogers, yul vazquez, jane morris, lisa roberts, kathleen marshall, jean schertler, tom hine comedies, romant movi spark fli when a newspap columnist write a one-sided, sexist stori about a commitment-phob bride who abandon three men at the altar.","Comedy, Romance",18.875,1597.0,below_avg
s.w.a.t.,"clark johnson samuel l. jackson, colin farrell, michel rodriguez, ll cool j, josh charles, jeremi renner, brian van holt, olivi martinez, reg e. cathey, larri poindexter, page kennedy, domenick lombardozzi, jame dumont action & adventur a veteran cop is task with draft and train a special weapon and tactic team, who soon find themselv up against an intern criminal.","Action, Thriller, Crime",36.952,1944.0,below_avg
safety not guaranteed,"colin trevorrow aubrey plaza, mark duplass, jake johnson, mari lynn rajskub, jeff garlin, kristen bell, jenica bergere, karan soni comedies, independ movies, romant movi a team of journalist are sent to find out who' behind a classifi ad seek a companion for time travel, then must decid how to approach him.","Comedy, Romance, Science Fiction, Drama",13.738,1131.0,average
samson,"bruce macdonald, gabriel sabloff taylor james, billi zane, lindsay wagner, caitlin leahy, rutger hauer, jackson rathbone, brandon auret, franc sholto-douglas, greg kriek action & adventure, dramas, faith & spiritu the biblic stori of samson becom thi sword-and-sand epic about an israelit warrior whose god-given brawn is undon by a beauti temptress.","Action, Drama, Adventure",46.436,182.0,not_popular
savage dog,"jess v. johnson scott adkins, juju chan, marko zaror, vladimir kulich, charl fathy, matthew marsden, keith david, luke massi action & adventure, independ movi a former profession boxer serv time in a brutal labor camp must fight incred odd to gain hi freedom and aveng an act of violence.",Action,20.958,88.0,not_popular
saving mr. banks,"john lee hancock emma thompson, tom hanks, paul giamatti, jason schwartzman, colin farrell, bradley whitford, anni buckley, ruth wilson, b.j. novak, rachel griffiths, kathi baker, melani paxson, andi mcphee, jerri hauck, mia serafino, michel arthur, demetriu grosse, steven cabral, david ross paterson, ronan vibert, luke baines, dendri taylor, laura waddell, paul tasson comedies, drama when walt disney set hi sight on obtain the right to the children' classic ""mari poppins,"" the book' author prove a tough nut to crack.","Comedy, Drama, History",17.312,2833.0,popular
scary movie,"keenen ivori wayan anna faris, jon abrahams, shannon elizabeth, shawn wayans, regina hall, marlon wayans, lochlyn munro, cheri oteri, carmen electra, dave sheridan, kurt fuller, rick ducommun, jame van der beek, keenen ivori wayans, marissa jaret winokur, dan joffr comedies, horror movi the wayan brother spoof some of hollywood' biggest blockbusters, includ scream, i know what you did last summer, the matrix and american pie.",Comedy,111.026,5378.0,below_avg
scary movie 5,"malcolm d. lee simon rex, ashley tisdale, charli sheen, lindsay lohan, graci whitton, ava kolker, erica ash, lidia porto, katrina bowden, terri crew comedies, horror movi take aim at not onli the horror genr but also film like ""black swan"" and ""inception,"" ""scari movi 5"" widen the franchise' scope of mockery.",Comedy,84.19,2274.0,not_popular
schindler's list,"steven spielberg liam neeson, ben kingsley, ralph fiennes, carolin goodall, jonathan sagall, embeth davidtz, małgorzata gebel, shmulik levy, mark ivanir, beatric macola, friedrich von thun, andrzej seweryn classic movies, drama oskar schindler becom an unlik humanitarian, spend hi entir fortun to help save 1,100 jew from auschwitz dure world war ii.","Drama, History, War",55.225,12474.0,popular
scooby-doo on zombie island,"hiroshi aoyama, kazumi fukushima, jim stenstrum scott innes, billi west, mari kay bergman, frank welker, b.j. ward, adrienn barbeau, tara strong, cam clarke, mark hamil children & famili movi when daphne' tv show doe a segment on real monsters, the gang fire up the mysteri machin and head to moonscar island, where zombi await.","Animation, Comedy, Family, Mystery, Adventure, Horror",28.18,536.0,popular
scott pilgrim vs. the world,"edgar wright michael cera, mari elizabeth winstead, kieran culkin, chri evans, anna kendrick, brie larson, alison pill, aubrey plaza, brandon routh, jason schwartzman, mark webber, mae whitman, johnni simmons, ellen wong action & adventure, comedies, cult movi dreami deliveri girl ramona captur scott pilgrim' heart, but he must vanquish all seven of her evil exe in martial art battl to win her love.","Action, Comedy, Fantasy, Romance",39.933,6215.0,popular
scream 2,"we craven neve campbell, david arquette, courteney cox, sarah michel gellar, jami kennedy, lauri metcalf, elis neal, jerri o'connell, timothi olyphant, jada pinkett smith, liev schreiber, lewi arquette, duan martin, rebecca gayheart, portia de rossi, omar epps, tori spelling, heather graham, joshua jackson, luke wilson horror movi gale ha written a best-sel which ha been turn into a film. as the movi premier loom closer, the mysteri death begin again.","Horror, Mystery",63.675,2860.0,below_avg
scream 3,"we craven david arquette, neve campbell, courteney cox, patrick dempsey, scott foley, lanc henriksen, matt keeslar, jenni mccarthy, emili mortimer, parker posey, deon richmond, kelli rutherford, liev schreiber, patrick warburton, jami kennedi horror movi thi instal of the tongue-in-cheek horror franchis find sidney prescott onc again battl a craze killer – thi time, on a movi set.","Horror, Mystery",56.004,2436.0,not_popular
season of the witch,"domin sena nicola cage, ron perlman, christoph lee, stephen campbel moore, stephen graham, ulrich thomsen, clair foy, robert sheehan, kevin rees, andrew hefler action & adventure, sci-fi & fantasi a group of weari warrior transport a suspect witch believ to be respons for spread the devast black plague.","Adventure, Fantasy, Action",68.268,1988.0,not_popular
sex and the city 2,"michael patrick king sarah jessica parker, kim cattrall, cynthia nixon, kristin davis, chri noth, john corbett, david eigenberg, evan handler, jason lewis, willi garson, mario canton comedies, dramas, romant movi best friend carrie, miranda, samantha and charlott take a break from their busi new york live for an all-expenses-paid luxuri vacat to abu dhabi.","Comedy, Drama, Romance",53.747,1369.0,below_avg
sex doll,"sylvi verheyd hafsia herzi, ash stymest, karol rocher, paul hamy, ira max, lindsay karamoh, myriam djelj dramas, intern movies, romant movi a high-end call girl fall for a handsom man she meet at a nightclub, but he harbor a secret that throw a wrench in their relationship.","Drama, Thriller, Mystery",46.139,102.0,not_popular
shelter,"mån mårlind, björn stein juliann moore, jonathan rhi meyers, jeffrey demunn, franc conroy, nate corddry, brooklynn proulx, brian anthoni wilson, joyc feurring, steven rishard, charl techman horror movies, thriller a forens psychiatrist ha to think outsid the box when she take on a patient whose multipl person lead to a trail of murder victims.","Drama, Romance",16.568,398.0,popular
sherlock holmes,"guy ritchi robert downey jr., jude law, rachel mcadams, mark strong, eddi marsan, robert maillet, geraldin james, kelli reilly, william houston, jame fox, han matheson action & adventure, comedi the game is afoot for an eccentr detect who must use hi brain and brawn to track down a nefari nemesi with the help of hi partner.","Action, Adventure, Crime, Mystery",43.526,12026.0,popular
shorts,"robert rodriguez jimmi bennett, jake short, kat dennings, trevor gagnon, devon gearhart, joli vanier, rebel rodriguez, leo howard, lesli mann, jon cryer, william h. macy, jame spader children & famili movies, comedi chao erupt when local learn that an 11-year-old boy ha discov a mysteri rock that grant the wish of whoever possess it.","Family, Fantasy, Comedy",24.987,241.0,not_popular
shutter,"banjong pisanthanakun, parkpoom wongpoom ananda everingham, natthaweeranuch thongmee, achita sikamana, unnop chanpaibool, titikarn tongprasearth, sivagorn muttamara, chachchaya chalemphol, kachormsak naruepatr horror movies, intern movi after kill a young girl in a hit-and-run accident, a coupl is haunt by more than just the memori of their deadli choice.","Fantasy, Horror, Mystery, Thriller",27.771,775.0,popular
singularity,"robert kouba julian schaffner, john cusack, jeannin wacker, carmen argenziano, eileen grubba, pavlo bubryak action & adventure, dramas, sci-fi & fantasi nearli a centuri after artifici intellig tri to erad peopl from earth, two survivor search for a human enclav rumor to still exist.",Science Fiction,32.711,158.0,not_popular
siren,"gregg bishop chase williamson, hannah fierman, justin welborn, hay mercure, michael aaron milligan, brittani s. hall, randi mcdowell, lindsey garrett, william mark mccullough, patrick wood horror movi a groom-to-b and hi pal celebr with a debauch night out that end with a supernatur assault by a stripper who is not what she appear to be.",Horror,24.019,199.0,not_popular
skin trade,"ekachai uekrongtham dolph lundgren, toni jaa, ron perlman, celina jade, peter weller, michael jai white, sahajak boonthanakit, mike dopud action & adventur a new jersey detect whose famili wa kill by an intern gangster team up with a bangkok cop on a quest to bring down a crimin empire.","Thriller, Action, Drama",39.053,183.0,not_popular
skiptrace,"renni harlin jacki chan, johnni knoxville, fan bingbing, eric tsang, eve torres, winston chao action & adventure, comedi to captur a crime lord who kill hi partner and kidnap hi partner' daughter, a hong kong detect team with a smart aleck american gambler.","Action, Comedy, Thriller, Mystery",29.672,503.0,not_popular
skyline,"colin strause, greg straus eric balfour, scotti thompson, brittani daniel, crystal reed, neil hopkins, david zayas, donald faison, robin gammell, tanya newbould, j. paul boehmer action & adventure, sci-fi & fantasi after a wild night of partying, terri discov that he' one of the few peopl left on earth, then set out to solv the mysteri of what happened.","Science Fiction, Action",63.45,1281.0,not_popular
sleeping with other people,"lesly headland jason sudeikis, alison brie, adam scott, jason mantzoukas, natasha lyonne, adam brody, amanda peet comedies, dramas, independ movi mani year after hook up in college, two peopl cross path and realiz they are both serial philander who need each other' help to reform.",Comedy,20.554,721.0,below_avg
sleepover,"joe nussbaum alexa penavega, mika boorem, jane lynch, sam huntington, sara paxton, brie larson, scout taylor-compton, dougla smith, katija pevec, steve carell, jeff garlin comedies, romant movi as high school approaches, four best friend have a summer sleepov and particip in a scaveng hunt against their popular archrivals.","Family, Comedy",15.261,390.0,not_popular
sliver,"phillip noyc sharon stone, william baldwin, tom berenger, polli walker, colleen camp, amanda foreman, martin landau, cch pounder, nina foch, keen curti thriller a divorcé move into a high-ris with a sordid past and begin a steami affair with her neighbor, unawar that her everi move is be monitored.","Drama, Thriller",21.528,494.0,not_popular
slow west,"john maclean kodi smit-mcphee, michael fassbender, ben mendelsohn, caren pistorius, rori mccann, andrew robertt, edwin wright, kalani queypo action & adventure, dramas, intern movi determin to find the woman he loves, a scottish teenag brave the western frontier of 19th-centuri america, with bounti hunter hot on hi trail.","Western, Action, Thriller, Drama",14.635,802.0,average
small soldiers,"joe dant kirsten dunst, gregori smith, jay mohr, phil hartman, kevin dunn, deni leary, frank langella, tommi lee jones, ernest borgnin action & adventure, comedies, sci-fi & fantasi when the commando elite, a group of toy action figures, are releas befor they'v been tested, they attack the children play with them.","Comedy, Adventure, Fantasy, Science Fiction, Action",21.844,1673.0,below_avg
solo: a star wars story,"ron howard alden ehrenreich, woodi harrelson, emilia clarke, donald glover, joona suotamo, thandi newton, phoeb waller-bridge, paul bettani action & adventure, children & famili movies, sci-fi & fantasi a young han solo tri to settl an old score with the help of hi new buddi chewbacca, a crew of space smuggler and a cun old friend.","Science Fiction, Adventure, Action",62.259,6903.0,average
solomon kane,"michael j. bassett jame purefoy, pete postlethwaite, rachel hurd-wood, alic krige, jason flemyng, mackenzi crook, patrick hurd-wood, max von sydow action & adventure, intern movies, sci-fi & fantasi in thi epic tale, a once-murder sea captain is hole up in a monasteri in retreat from the devil, whom the captain fear is come for hi soul.","Adventure, Fantasy, Action",19.988,1084.0,not_popular
something's gotta give,"nanci meyer jack nicholson, dian keaton, keanu reeves, franc mcdormand, amanda peet, jon favreau, paul michael glaser, rachel ticotin comedies, romant movi still sexi at 60, harri sanborn wine and dine women half hi age. but a getaway with hi girlfriend goe awri when her mother drop in unannounced.","Drama, Comedy, Romance",14.475,1273.0,average
son of a gun,"juliu averi ewan mcgregor, brenton thwaites, alicia vikander, jacek koman, matt nable, tom budge, eddi baroo, nash edgerton action & adventure, dramas, independ movi a young petti thief who receiv protect from a notori inmat in jail is forc to spring hi defend from prison and help pull off a heist.","Action, Crime, Drama, Thriller",24.893,629.0,below_avg
soul surfer,"sean mcnamara annasophia robb, helen hunt, denni quaid, carri underwood, kevin sorbo, ross thomas, chri brochu, lorrain nicholson, jeremi sumpter, sonya balmores, craig t. nelson, mark kubr, kim morgan greene, titu kinimaka, branscomb richmond, sonya balmor chung, kimberly-ros wolter, john philbin, david chokachi, wesley mann dramas, faith & spirituality, sport movi hawaiian teen bethani hamilton brave return to competit surf after lose her left arm in a viciou shark attack.","Family, Drama",55.316,1020.0,average
spartacus,"andi whitfield, liam mcintyre, dustin clare, john hannah, manu bennett, luci lawless, peter mensah, nick e. tarabay, viva bianca, lesley-ann brandt, jai courtney, daniel feuerriegel tv action & adventure, tv drama a thracian man is condemn to a brutal death in the arena, onli to outlast hi execution and be reborn as the enslav gladiat spartacus.","History, War, Drama, Adventure",32.934,1623.0,popular
spider-man 3,"sam raimi tobey maguire, kirsten dunst, jame franco, thoma haden church, topher grace, bryce dalla howard, rosemari harris, j.k. simmons, jame cromwell, theresa russell, dylan baker, bill nunn, bruce campbell, elizabeth bank action & adventure, sci-fi & fantasi the seemingli invinc spider-man goe up against an all-new crop of villain in the third instal of the blockbust adventur series.","Fantasy, Action, Adventure",186.125,11340.0,below_avg
spider-man: into the spider-verse,"peter ramsey, rodney rothman, bob persichetti shameik moore, jake johnson, haile steinfeld, brian tyre henry, lauren vélez, mahershala ali, lili tomlin, kathryn hahn, liev schreiber, kimiko glenn, nicola cage, john mulaney action & adventure, comedi after be bitten by a radioact spider, brooklyn teen mile moral get a crash cours in web-sling from hi alternate-dimens counterparts.","Action, Adventure, Animation, Science Fiction",190.775,10951.0,popular
spotlight,"tom mccarthi mark ruffalo, michael keaton, rachel mcadams, liev schreiber, john slattery, brian d'arci james, stanley tucci, billi crudup, paul guilfoyle, jamey sheridan dramas, independ movi a team of report and editor at the boston globe relentlessli investig a shock child molest cover-up by the cathol church.","Drama, History",18.475,7056.0,popular
spring breakers,"harmoni korin jame franco, vanessa hudgens, selena gomez, ashley benson, rachel korine, jeff jarrett, gucci mane, heather morris, ash lendzion, emma holzer comedies, cult movies, drama four cash-strap colleg women run afoul of the law — and fall in with a shadi hustler — as they join the annual rite of bikinis, beer and debauchery.","Drama, Crime",18.552,3360.0,not_popular
spy kids,"robert rodriguez antonio banderas, carla gugino, alan cumming, teri hatcher, cheech marin, danni trejo, robert patrick, toni shalhoub, alexa penavega, daryl sabara children & famili movies, comedi the tabl are turn when pint-siz kid carmen and juni must rescu their secret-ag parent from the diabol clutch of alexand minion.","Action, Comedy, Family, Adventure",59.383,2773.0,not_popular
spy kids 2: the island of lost dreams,"robert rodriguez antonio banderas, carla gugino, alexa penavega, daryl sabara, steve buscemi, mike judge, danni trejo, cheech marin, matt o'leary, emili osment, ricardo montalban, holland taylor, alan cum children & famili movies, comedi spi kid carmen and juni cortez team up with two other pint-siz secret agents, gari and gerti giggles, in order to take on an evil scientist.","Action, Adventure, Family, Comedy",52.008,1740.0,not_popular
st. agatha,"darren lynn bousman sabrina kern, carolyn hennesy, courtney halverson, shaun fletcher, lindsay seim, hannah fierman, trin miller, seth michaels, justin mile horror movies, independ movi unw and pregnant, a young woman flee her abus home in 1950 georgia and take refug at a mysteri convent with a terribl secret.","Horror, Thriller",20.464,167.0,not_popular
standoff,"adam alleca thoma jane, laurenc fishburne, joanna douglas, john tench, ted atherton, jim watson, ella ballentin action & adventur after wit an assassin' slaughter, a young girl hole up in a farmhous with a suicid vet, who must use wit and gut to fend off the killer.","Thriller, Drama",20.005,254.0,not_popular
starred up,"david mackenzi jack o'connell, ben mendelsohn, rupert friend, sam spruell, anthoni welsh, david ajala, peter ferdinando, gershwyn eustach jnr, ashley chin, raphael sowole, gilli gilchrist, tommi mcdonnel dramas, independ movies, intern movi a british juvenil offender' violent temper get him transfer to an adult prison, where he encount hi estrang father.",Drama,13.455,767.0,average
step brothers,"adam mckay will ferrell, john c. reilly, mari steenburgen, richard jenkins, adam scott, kathryn hahn, andrea savage, luri poston, elizabeth yozamp, logan manus, rob riggl comedi brennan and dale might be grown men, but that doesn't stop a childish sibl rivalri from erupt after brennan' mom marri dale' dad.",Comedy,25.321,2487.0,below_avg
stonehearst asylum,"brad anderson kate beckinsale, jim sturgess, david thewlis, brendan gleeson, ben kingsley, michael caine, jason flemyng, sophi kennedi clark, sinéad cusack, edmund kingsley horror movies, thriller in 1899, a young doctor arriv at an asylum for an apprenticeship and becom suspici of hi mentor' method while fall for a femal patient.",Thriller,35.051,1121.0,average
stripes,"ivan reitman bill murray, harold ramis, warren oates, p.j. soles, sean young, john candy, john larroquette, john voldstad, john diehl, lanc legault, judg reinhold classic movies, comedies, cult movi after lose everything, an indol sad sack impuls join the u.s. armi and cajol hi best friend into enlisting, too.","Action, Comedy",17.197,680.0,below_avg
striptease,"andrew bergman demi moore, burt reynolds, armand assante, ving rhames, robert patrick, paul guilfoyle, jerri grayson, rumer willis, robert stanton, william hill comedies, drama a former fbi employe work as a stripper to financ her custodi battl for her daughter when a secretli shadi congressman take an interest in her.","Comedy, Crime, Drama",17.67,845.0,not_popular
stuart little 2,"rob minkoff michael j. fox, geena davis, hugh laurie, jonathan lipnicki, nathan lane, melani griffith, jame woods, steve zahn children & famili movies, comedi zani misadventur are in store as lovabl citi mous stuart and hi human brother, george, rais the roof in thi sequel to the 1999 blockbuster.","Family, Adventure, Animation, Comedy",40.728,1969.0,not_popular
suburra,"stefano sollima pierfrancesco favino, elio germano, claudio amendola, alessandro borghi, greta scarano, giulia gorietti, jean-hugu anglade, antonello fassari, lidia vital dramas, intern movies, thriller a gruel battl over turn a seasid town near rome into a gambl paradis expos crimin rivalri and endem corrupt on a grand scale.","Crime, Drama, Thriller",14.782,1086.0,popular
superbad,"greg mottola jonah hill, michael cera, christoph mintz-plasse, bill hader, seth rogen, martha macisaac, emma stone, aviva baumann, joe lo truglio, kevin corrigan comedies, cult movi hope to have sex befor college, high school senior seth and evan tri to score booz for a huge party, lead to a seri of wild misadventures.",Comedy,66.957,5636.0,popular
superfly,"gordon park ron o'neal, carl lee, sheila frazier, juliu harris, charl mcgregor, nate adams, polli niles, yvonn delain action & adventure, classic movies, drama to get away from the thug life, cocain dealer youngblood priest put togeth one last deal that will net him enough money to start over.","Action, Crime",22.408,302.0,average
superman returns,"bryan singer brandon routh, kate bosworth, kevin spacey, jame marsden, parker posey, frank langella, sam huntington, eva mari saint, marlon brando, kal penn action & adventure, sci-fi & fantasi when superman return to metropolis, he find that loi lane ha move on to anoth man and lex luthor is develop a new plan to rule the world.","Science Fiction, Action, Adventure",40.614,3384.0,not_popular
sweeney todd: the demon barber of fleet street,"tim burton johnni depp, helena bonham carter, alan rickman, timothi spall, sacha baron cohen, jami campbel bower, laura michel kelly, jayn wisener, ed sander dramas, horror movies, music & music after be fals imprisoned, a veng murder cover hi track by enlist the help of a baker whose meat pie becom the toast of london.","Drama, Horror",24.341,4854.0,popular
