title,tags_x,genre,popularity,vote_count,vote_average
we can be heroes,"robert rodriguez yaya gosselin, pedro pascal, priyanka chopra, isaiah russell-bailey, akira akbar, christian slater, boyd holbrook, adriana barraza, taylor dooley, vivien lyra blair, hala finley, lyon daniels, sung kang, christoph mcdonald, andi walken, lotu blossom, haley reinhart, nathan blair, dylan henri lau, andrew diaz children & famili movies, comedi when alien invad captur earth’ superheroes, their kid must learn to work togeth to save their parent — and the planet.","Action, Fantasy, Family, Comedy",101.406,582.0,below_avg
the midnight sky,"georg clooney georg clooney, felic jones, kyle chandler, demián bichir, david oyelowo, tiffani boone, caoilinn springall, sophi rundle, ethan peck drama in the aftermath of a global catastrophe, a lone scientist in the arctic race to contact a crew of astronaut with a warn not to return to earth.","Science Fiction, Drama",26.367,1443.0,not_popular
after we collided,"roger kumbl josephin langford, hero fienn tiffin, dylan sprouse, selma blair, louis lombard, shane paul mcghie, candic king, charli weber, khadijha red thunder, inanna sarkis, pia mia, samuel larsen, dylan arnold, karimah westbrook, rob est dramas, romant movi tessa fell hard and fast for hardin, but after a betray tear them apart, she must decid whether to move on — or trust him with a second chance.","Romance, Drama",221.992,4481.0,popular
"ariana grande: excuse me, i love you","paul dugdal ariana grand documentaries, music & music ariana grand take the stage in london for her sweeten world tour and share a behind-the-scen look at her life in rehears and on the road.","Music, Documentary",28.382,290.0,popular
the con is on,"jame haslam uma thurman, tim roth, alic eve, parker posey, maggi q, crispin glover, michael sirow, sofía vergara, stephen fry, sharon maughan, susan traylor, wilmer calderon, richard reid, ethan cohn, nathali love comedi two wed partners-in-crim flee from their massiv debt to a deadli crime boss and hatch a jewel heist that could be their ticket to total freedom.","Comedy, Crime",17.545,120.0,not_popular
ma rainey's black bottom,"georg c. wolf viola davis, chadwick boseman, glynn turman, colman domingo, michael potts, jonni coyne, taylour paige, jeremi shamos, dusan brown, joshua harto dramas, music & music tension and temperatur rise at a chicago music studio in 1927 when fiery, fearless blue singer ma rainey join her band for a record session.","Drama, Music",14.873,864.0,average
braven,"lin oed jason momoa, garret dillahunt, jill wagner, stephen lang, sasha rosoff, sala baker, fraser aitcheson, teach grant, glenn ennis, todd scott, zahn mcclarnon, brendan fletcher action & adventur a logger defend himself and hi famili from a group of murder drug traffick who have hidden a stash of heroin in hi hunt cabin.","Drama, Action, Thriller",41.42,800.0,below_avg
incarnate,"brad peyton aaron eckhart, caric van houten, catalina sandino moreno, david mazouz, keir o'donnell, matt nable, emili jackson, paul vincent o'connor, natalija nogulich, john pirruccello, mark steger, emjay anthony, karolina wydra horror movies, thriller an unconvent demon hunter face hi greatest challeng when he step insid the subconsci mind of a boy possess by a power entity.","Horror, Thriller",14.22,460.0,not_popular
nocturnal animals,"tom ford ami adams, jake gyllenhaal, michael shannon, aaron taylor-johnson, isla fisher, elli bamber, armi hammer, karl glusman, laura linney, michael sheen, andrea riseborough dramas, thriller read her ex-husband' violent novel manuscript destabil galleri owner susan' life, upend her present while dig up their past.","Drama, Thriller",56.485,6350.0,popular
the professor and the madman,"farhad safinia mel gibson, sean penn, natali dormer, eddi marsan, steve coogan, stephen dillane, ioan gruffudd, jennif ehle, jeremi irvine, david o'hara, anthoni andrew dramas, independ movi while work on the first oxford english dictionary, a scholar receiv thousand of entri from a doctor with a lengthi vocabulari and dark secrets.","History, Drama, Mystery, Thriller",18.423,838.0,popular
a trash truck christmas,"eddi rosa henri keane, glen keane, luca neff, brian baumgartner, jacki loeb, john dimaggio children & famili movi when santa crash-land in the junkyard on christma eve, hank, trash truck and their anim friend all have a hand in rescu the holiday for everyone.","Animation, Adventure, Family",20.377,47.0,average
rose island,"sydney sibilia elio germano, matilda de angelis, tom wlaschiha, luca zingaretti, fabrizio bentivoglio, leonardo lidi, françoi cluzet comedies, dramas, intern movi an idealist engin build hi own island off the coast of itali and declar it a nation, draw the attent of the world — and the government.","Comedy, Adventure",13.861,973.0,average
triple 9,"john hillcoat casey affleck, chiwetel ejiofor, anthoni mackie, aaron paul, clifton collin jr., norman reedus, woodi harrelson, kate winslet, teresa palmer, michael kenneth williams, gal gadot dramas, thriller a group of dirti atlanta cop blackmail by the russian mob plan a seemingli imposs heist that set off an explos chain reaction of violence.","Action, Thriller, Mystery",24.762,1749.0,not_popular
ava,"tate taylor jessica chastain, colin farrell, john malkovich, common, geena davis, jess weixler, diana silvers, joan chen, ioan gruffudd action & adventure, drama an elit assassin wrestl with doubt about her work scrambl to protect herself — and her estrang famili — after a hit goe danger wrong.",Drama,210.438,130.0,not_popular
mank,"david fincher gari oldman, amanda seyfried, charl dance, lili collins, arliss howard, tom pelphrey, sam troughton, ferdinand kingsley, tuppenc middleton, tom burke, joseph cross, jami mcshane, tobi leonard moore, monika gossmann dramas, independ movi 1930 hollywood is reevalu through the eye of scath wit and alcohol screenwrit herman j. mankiewicz as he race to finish “citizen kane.”","Drama, History",16.728,1181.0,average
break,"marc fouchard sabrina ouazani, kévin mischel, hassam ghancy, slimane, maxim pambet, camil japy, christoph reymond comedies, dramas, intern movi after a seriou accident, luci tri to rediscov herself as a dancer and meet vincent, a talent b-boy battl hi own insecurities.",Thriller,15.408,125.0,not_popular
3 days to kill,"mcg kevin costner, amber heard, haile steinfeld, conni nielsen, tóma lemarquis, richard sammel, marc andréoni, bruno ricci, jona bloquet, eriq ebouaney action & adventur a termin ill secret agent accept a riski mission in exchang for an experiment drug that might save him – if he can surviv it side effects.","Action, Drama, Thriller",17.92,1783.0,below_avg
angela's christmas wish,"damien o’connor luci o'connell, brendan mullins, ruth negga, lola metcalfe, jare harris, moe dunford, oscar butler, shona hamill, pat kinevane, janet moran, anya o'connor children & famili movi with her father work far away in australia, a determin angela make a plan — and a heartfelt wish — to reunit her famili in time for the holidays.","Animation, Family",31.887,82.0,below_avg
angels & demons,"ron howard tom hanks, ewan mcgregor, ayelet zurer, stellan skarsgård, pierfrancesco favino, nikolaj lie kaas, armin mueller-stahl, thure lindhardt, david pasquesi, cosimo fusco thriller a harvard symbologist race to uncov clue that will help stop an attack on the vatican by a secret societi look to retali for old persecutions.","Thriller, Mystery",83.157,5700.0,average
chef,"jon favreau jon favreau, sofía vergara, john leguizamo, scarlett johansson, dustin hoffman, oliv platt, bobbi cannavale, ami sedaris, robert downey jr., emjay anthony, russel peter comedies, independ movi after ignit a twitter war with a well-known culinari critic, a lo angel chef pack hi knives, head home to miami and open a food truck.",Comedy,19.737,2621.0,average
effie gray,"richard laxton dakota fanning, emma thompson, juli walters, david suchet, derek jacobi, jame fox, robbi coltrane, claudia cardinale, greg wise, tom sturridg dramas, intern movies, romant movi trap in a loveless marriage, the young wife of victorian-era art critic john ruskin find herself fall for an artist — and look for a way out.",Drama,13.739,146.0,not_popular
monster house,"gil kenan mitchel musso, sam lerner, spencer locke, steve buscemi, kathleen turner, jason lee, jon heder, maggi gyllenhaal, catherin o'hara, fred willard, nick cannon, kevin jame children & famili movies, comedi a trio of friend set out to expos the terror of a vacant neighborhood house, which appear to have a crave for peopl — and a life of it own.","Animation, Comedy, Family, Fantasy",56.328,3141.0,average
peppermint,"pierr morel jennif garner, john ortiz, john gallagh jr., juan pablo raba, anni ilonzeh, jeff hephner, pell james, method man, cailey fleming, tyson ritter action & adventur after her famili is murdered, a mild-mann mom remak herself into a badass vigilant in order to exact violent justice.","Action, Thriller",28.918,1634.0,average
quigley down under,"simon wincer tom selleck, laura san giacomo, alan rickman, chri haywood, ron haddrick, toni bonner, jerom ehlers, ben mendelsohn, conor mcdermottroe, roger ward action & adventur after travel to australia for a job, a sharpshoot cowboy becom a target himself when he refus an immor assign from a corrupt landowner.",Western,19.851,274.0,average
the da vinci code,"ron howard tom hanks, audrey tautou, ian mckellen, jean reno, paul bettany, alfr molina, jürgen prochnow, jean-yv berteloot, etienn chicot, jean-pierr mariel thriller when the curat of the louvr is killed, a harvard professor and a cryptograph must untangl a web of deceit involv work of leonardo da vinci.","Thriller, Mystery",42.898,7717.0,average
the guest,"kim dong-wook, kim jae-uk, jung eun-chae, ahn nae-sang, lee won-jong, park ho-san intern tv shows, tv horror, tv mysteri bound togeth by a tragic past, a psychic, a priest and a detect join forc to take down a power spirit that' driven by bloodthirst.","Mystery, Thriller, Action",89.475,1536.0,average
the happytime murders,"brian henson melissa mccarthy, elizabeth banks, maya rudolph, bill barretta, lesli david baker, joel mchale, dorien davies, cynthi wu, michael mcdonald, mitch silpa action & adventure, comedi in an la where puppet and human coexist, a down-on-his-luck detect team with hi ex-partn to nab a killer target the cast of an old tv show.","Action, Comedy, Crime",21.525,796.0,not_popular
rust creek,"jen mcgowan hermion corfield, jay paulson, sean o'bryan, micah hauptman, micah hauptman, daniel r. hill, jeremi glazer, john marshal jones, laura guzman, jake kidwel thriller a wrong turn in the wood becom a fight for her life when a career-seek colleg student run into two outlaw brother look to cook up trouble.","Thriller, Drama",18.864,215.0,below_avg
a go! go! cory carson christmas,"stanley moore, alex woo alan c. lim, taron c. hensley, maisi benson, kerri gudjohnsen, paul killam, smith foreman, ann kendrick, ella joy ballesteros, neena-sinaii simpo, eli mors children & famili movi when a familiar-look stranger crash in without a memory, cori help him rememb the magic of christma to save the holiday for everyone.","Animation, Family",15.842,16.0,average
the beast,"ludovico di martino fabrizio gifuni, lino musella, monica piseddu, andrea pennacchi, emanuel linfatti, nicolò galasso, giacomo colavito, giada gagliardi, gianmarco vettori, silvia gallerano, massimiliano setti action & adventure, intern movi to rescu hi daughter, an unstabl special forc veteran unleash hi inner beast as he pursu her kidnapp — and soon becom a suspect himself.","Horror, Drama, Fantasy",18.04,110.0,not_popular
the call,"lee chung-hyun park shin-hye, jun jong-seo, kim sung-ryoung, el, park ho-san, oh jung-se, lee dong-hwi, um chae-young intern movies, thriller connect by phone in the same home but 20 year apart, a serial killer put anoth woman’ past — and life — on the line to chang her own fate.","Crime, Thriller",55.79,2448.0,average
mosul,"matthew michael carnahan suhail dabbach, adam bessa, is'haq elias, qutaiba abdelhaq, ahmad el ghanem, hicham ouarqa, mohimen mahbuba, thaer al-shayei, abdellah bensaid, faycal attougui, moham attougui, tarik belmekki, hayat kamille, seema al khalidi, wale algadi action & adventure, dramas, intern movi after hi life is save by a rogu iraqi squadron, a young polic offic join them in their fight against isi in a decim mosul.",Documentary,15.248,97.0,popular
ghosts of war,"eric bress brenton thwaites, theo rossi, skylar astin, kyle gallner, alan ritchson, billi zane, shaun toub horror movi five, battle-worn alli soldier guard a chateau previous occupi by nazi start experienc unexplain and terrifi supernatur horrors.","Horror, Thriller, War, Fantasy",44.139,279.0,below_avg
the christmas chronicles: part two,"chri columbu kurt russell, goldi hawn, darbi camp, jahzir bruno, julian dennison, judah lewis, kimberli williams-paisley, tyres gibson children & famili movies, comedi unhappi over her mom’ new relationship, a now-teenag kate run away and land at the north pole, where a naughti elf is plot to cancel christmas.","Family, Fantasy, Adventure, Comedy",48.904,749.0,average
dragons: rescue riders: huttsgalor holiday,"greg rankin, tj sullivan noah kay bentley, brennley brown, zach callison, nicola cantu, skai jackson, marsai martin, andr robinson, carlo alazraqui, roshon fegan, grey griffin, brad grusnick, sam lavagnino, john c. mcginley, roger craig smith children & famili movies, comedi snowfal mark the start of odinyul — the vike holiday of giving! but crazi weather might cancel the tradit unless the rescu rider can swoop in.","Animation, Family",20.63,4.0,not_popular
hard kill,"matt eskandari jess metcalfe, bruce willis, natali eva marie, lala kent, texa battle, swen temmel, sergio rizzuto, tyler jon olson, jon galani action & adventur when a billionair hire a team of mercenari for protection, they soon realiz world-chang technolog and hi daughter’ life are also at stake.","Action, Thriller",17.697,413.0,not_popular
machete kills,"robert rodriguez danni trejo, sofía vergara, charli sheen, michel rodriguez, demián bichir, amber heard, mel gibson, william sadler, alexa penavega, antonio banderas, ladi gaga, cuba good jr., jessica alba, walton goggins, vanessa hudgen action & adventur killer-for-hir machet cut a deal with the u.s. presid to stop a nuclear missil attack but discov a much larger conspiracy.","Action, Crime, Thriller",24.002,1553.0,not_popular
alien xmas,"stephen chiodo keyth farley, dee bradley baker, kaliayh rhambo, michel deco, barbara goodson children & famili movi a young elf mistak a tini alien for a christma gift, not know her new playth ha plan to destroy earth' graviti — and steal all the presents.","Animation, Family, Fantasy",27.808,93.0,average
black friday,"anurag kashyap pavan malhotra, kay kay menon, aditya srivastava, dibyendu bhattacharya, kishor kadam, gajraj rao, zakir hussain, imtiaz ali, pratima kazmi, raj arjun dramas, intern movi thi docudrama base on the same-titl book track the aftermath of a 1993 bomb in bombay through the eye of a journalist cover the story.","Horror, Comedy, Science Fiction",15.246,94.0,not_popular
the princess switch: switched again,"mike rohl vanessa hudgens, nick sagar, sam palladio, mia lloyd, lachlan nieboer, ricki norwood, florenc hall, suann braun, mark fleischmann children & famili movies, comedies, drama when margaret' christma coron complic her love life, her doubl staci step in to save the day. but will a third look-alik ruin their plan?","Family, Romance, Comedy",23.607,714.0,average
loving,"jeff nichol joel edgerton, ruth negga, marton csokas, nick kroll, michael shannon, terri abney, alano miller, jon bass, bill camp, david jensen dramas, romant movi a young couple' interraci marriag in 1958 spark a case that lead to the suprem court. base on the true stori of richard and mildr loving.","Drama, Romance",18.419,784.0,average
cloudy with a chance of meatballs 2,"codi cameron, kri pearn bill hader, anna faris, jame caan, will forte, andi samberg, benjamin bratt, neil patrick harris, terri crews, kristen schaal children & famili movies, comedi inventor flint lockwood battl mutant food beast creat by hi notori machine, includ shrimpanzees, tacodil and jellyfish sandwiches.","Animation, Family, Comedy",58.225,2517.0,below_avg
survivor,"jeff probst, jerri manthey, colbi donaldson, rupert boneham, parvati shallow, rob mariano, amanda kimmel, jame clement, amber brkich, alicia calaway, ethan zohn, tina wesson realiti tv in thi long-run realiti competit series, player battl the element and each other as they vie for $1 million and the titl of sole survivor.","Crime, Action, Thriller",23.172,833.0,not_popular
jingle jangle: a christmas journey,"david e. talbert forest whitaker, keegan-michael key, hugh bonneville, anika noni rose, madalen mills, phylicia rashad, ricki martin, justin cornwell, sharon rose, lisa davina phillip, kieron dyer children & famili movies, music & music decad after hi trust apprentic betray him, a once-joy toymak find new hope when hi kind and curiou granddaught come into hi life.","Family, Fantasy, Music",29.506,398.0,average
prom night,"nelson mccormick brittani snow, scott porter, jessica stroup, dana davis, collin pennie, kelli blatz, jame ransone, briann davis, kellan lutz, mari mara, ming-na wen, johnathon schaech, idri elba horror movi on prom night, a high school senior still struggl with her nightmar past tri to evad a killer bent on end the parti for her and her friends.","Horror, Crime, Drama",13.741,547.0,not_popular
the late bloomer,"kevin pollak johnni simmons, maria bello, brittani snow, kumail nanjiani, beck bennett, paul wesley, jane lynch, j.k. simmons, lenora crichlow comedi a sex therapist with pituitari issu final get to experi puberti in all it glori at age 30, when an oper unleash hi rage hormones.","Comedy, Drama, Romance",14.697,293.0,not_popular
mother,"tatsushi omori masami nagasawa, sadao abe, daiken okudaira dramas, intern movi shuhei’ errat mother feel threaten when he start to awaken to a world beyond her distort control, send the famili hurtl toward tragedy.","Crime, Drama, Mystery, Thriller",16.558,976.0,popular
prospect,"zeek earl, christoph caldwel sophi thatcher, pedro pascal, jay duplass, andr royo, sheila vand, anwan glover sci-fi & fantasy, thriller a father and daughter travel to an alien moon in search of a valuabl gem but are forc to alter their plan when a nefari outlaw get involved.",Science Fiction,19.061,552.0,below_avg
little monsters,"richard greenberg fred savage, howi mandel, daniel stern, margaret whitton, rick ducommun, frank whaley, ben savage, william murray weiss, devin ratray, amber barretto children & famili movies, comedi brian know there are creatur under hi bed. when he face hi fear and confront them, however, he make some hilari weird new friends.","Adventure, Fantasy, Comedy, Family",22.266,159.0,not_popular
mile 22,"peter berg mark wahlberg, lauren cohan, iko uwais, john malkovich, ronda rousey, carlo alban, sam medina, terri kinney, nikolai nikolaeff, natasha goubskaya action & adventur an offic in a top-secret cia unit lead hi team in escort a prize intellig asset to safety, with enemi forc hot on their trail.","Action, Thriller",39.441,1782.0,below_avg
snowden,"oliv stone joseph gordon-levitt, shailen woodley, zachari quinto, melissa leo, tom wilkinson, timothi olyphant, nicola cage, rhi ifans, joeli richardson, scott eastwood, ben schnetzer, logan marshall-green dramas, thriller thi thriller trace edward snowden' journey from armi recruit to disillus govern analyst bent on expos vast u.s. surveil programs.","Drama, History, Crime, Thriller",24.03,3660.0,average
the impossible,"j.a. bayona naomi watts, ewan mcgregor, tom holland, samuel joslin, oakle pendergast, marta etura, sönke möhring, geraldin chaplin, ploy jindachote, jomjaoi sae-limh drama track one family' harrow experiences, thi grip drama depict the chao gener by the massiv 2004 tsunami in southeast asia.","Thriller, Drama",28.801,5309.0,popular
the next karate kid,"christoph cain pat morita, hilari swank, michael ironside, constanc towers, chri conrad, arsenio ""sonny"" trinidad, michael cavalieri, walton goggin action & adventure, dramas, sport movi in boston, karat master mr. miyagi find a new pupil in troubl teen juli pierc when she get bulli by a group of relentless classmates.","Action, Drama, Family, Adventure",32.976,766.0,not_popular
the 12th man,"harald zwart thoma gullestad, jonathan rhi meyers, mari blokhus, mad sjøgård pettersen, vegar hoel, håkon t. nielsen, eirik risholm velle, daniel frikstad, eric dirnes, alexand zwart action & adventure, dramas, intern movi base on true events, thi stori follow a norwegian saboteur’ harrow struggl to reach safeti after escap a nazi attack dure world war ii.","War, Drama",19.673,379.0,popular
his house,"remi week ṣọpẹ́ dìrísù, wunmi mosaku, matt smith, malaika wakoli-abigaba horror movies, independ movi as a young coupl from war-torn south sudan seek asylum and a fresh start in england, they’r torment by a sinist forc live in their new home.","Drama, Horror, Thriller",40.931,749.0,below_avg
rogue city,"olivi marchal lannick gautry, stanisla merhar, kaaris, david belle, jean reno, claudia cardinale, gérard lanvin, patrick catalifo, moussa maaskri, catherin marchal dramas, intern movies, thriller caught in the crosshair of polic corrupt and marseille’ war gangs, a loyal cop must protect hi squad by take matter into hi own hands.","Crime, Thriller, Action, Drama",15.21,459.0,not_popular
holidate,"john whitesel emma roberts, luke bracey, kristin chenoweth, franc fisher, jessica capshaw, andrew bachelor, cynthi wu, alex moffat, manish dayal comedies, romant movi fed up with be singl on holidays, two stranger agre to be each other' platon plus-on all year long, onli to catch real feel along the way.","Comedy, Romance",25.635,1617.0,average
nobody sleeps in the woods tonight,"bartosz m. kowalski julia wieniawa-narkiewicz, michał lupa, wiktoria gąsiewska, stanisław cywka, sebastian dela, gabriela muskała, michał zbroja, mirosław zbrojewicz, piotr cyrwus, olaf lubaszenko, wojciech mecwaldowski horror movies, intern movi addict to technology, a group of teen attend a rehabilit camp in the forest, but a sinist forc there intend to take them offlin forever.","Horror, Thriller",69.241,431.0,not_popular
secrets of the saqqara tomb,"jame tovel documentari after unearth a tomb that had been untouch for 4,400 years, egyptian archaeologist attempt to deciph the histori of the extraordinari find.",Documentary,20.702,91.0,popular
black '47,"lanc dali hugo weaving, jame frecheville, stephen rea, freddi fox, barri keoghan, moe dunford, sarah greene, jim broadbent action & adventure, dramas, independ movi when the great famin ravag hi belov country, a battle-harden irishman desert the british empir and exact reveng on the tyrant responsible.","Drama, Western",13.475,224.0,average
i am woman,"unjoo moon tilda cobham-hervey, daniel macdonald, evan peters, chri parnell, david lyons, matti cardarople, dusti sorg dramas, music & music in the 1960s, australian singer helen reddi struggl with misogyni in the music busi — until she record an anthem for the women' movement.","Music, Drama",15.775,19.0,average
over the moon,"glen kean cathi ang, phillipa soo, ken jeong, robert g. chiu, john cho, sandra oh, ruthi ann miles, margaret cho, kimiko glenn, artt butler, iren tsu, clem cheung, conrad ricamora children & famili movies, music & music fuel by memori of her mother, resourc fei fei build a rocket to the moon on a mission to prove the exist of a legendari moon goddess.","Animation, Adventure, Family, Fantasy",60.034,1033.0,popular
cadaver,"jarand herdal gitt witt, thoma gullestad, thorbjørn harr, tuva olivia remman, trine wiggen, maria grazia di meo, kingsford siayor, jonatan rodriguez horror movies, intern movi when a peculiar hotel dinner show draw crowd dure a postapocalypt famine, one famili discov they'll pay much more than the price of admission.","Drama, Horror, Thriller",45.455,453.0,not_popular
"yes, god, yes","karen main natalia dyer, timothi simons, wolfgang novogratz, francesca reale, susan blackwell, alisha boe, donna lynn champlin, parker wierl comedies, dramas, independ movi a devoutli religi teen grappl with her own sexual awakening, and attend a cathol school retreat in the hope of suppress her newfound urges.","Comedy, Drama",42.47,353.0,below_avg
rebecca,"ben wheatley lili james, armi hammer, kristin scott thomas, keeley hawes, ann dowd, sam riley, tom goodman-hill, mark lewi jones, john hollingworth, bill paterson dramas, romant movies, thriller a young newlyw move to her husband' impos estate, where she must contend with hi sinist housekeep and the haunt shadow of hi late wife.","Mystery, Drama, Thriller, Romance",14.15,1255.0,popular
tremors: shrieker island,"don michael paul michael gross, jon heder, carolin langrishe, cassi clare, matthew douglas, sahajak boonthanakit, david asavanond, jacki cruz, richard brake action & adventure, horror movi when massiv mutant creatur infiltr an island natur preserve, scientist recruit a legendari monster hunter to battl the beasts.","Action, Horror",20.853,108.0,below_avg
paranorman,"sam fell, chri butler kodi smit-mcphee, tucker albrizzi, anna kendrick, casey affleck, christoph mintz-plasse, lesli mann, jeff garlin, elain stritch, bernard hill, jodel ferland, tempestt bledsoe, alex borstein, john goodman children & famili movies, comedi when an armi of zombi invad a small town, it' up to an odd local boy with a knack for commun with the dead to save the day.","Family, Animation, Adventure, Comedy",38.654,2035.0,average
i am vengeance: retaliation,"ross boyask stu bennett, vinni jones, mark griffin, katrina durden, phoeb robinson-galvin, sam benjamin, david schaal, jessica-jan stafford, bentley kalu, jean-paul ly action & adventur to clear hi crimin record, an ex-speci forc soldier agre to lead a team to retriev a double-cross mercenari and deliv him to justice.",Action,15.168,50.0,below_avg
in a valley of violence,"ti west ethan hawke, john travolta, taissa farmiga, jame ransone, karen gillan, tobi huss, tommi nohilly, larri fessenden, michael davis, burn gorman action & adventur after a quiet drifter is met with violenc and bulli in a small town, he find himself enmesh in a veng struggl with the local marshal.","Crime, Thriller, Western, Action",16.265,424.0,not_popular
the trial of the chicago 7,"aaron sorkin sacha baron cohen, eddi redmayne, yahya abdul-mateen ii, jeremi strong, mark rylance, joseph gordon-levitt, michael keaton, frank langella, john carrol lynch, alex sharp, john doman, ben shenkman drama what wa suppos to be a peac protest turn into a violent clash with the police. what follow wa one of the most notori trial in history.","Drama, History",20.408,2254.0,popular
unfriended,"levan gabriadz shelley hennig, mose storm, rene olstead, will peltz, jacob wysocki, courtney halverson, heather sossaman, matthew bohrer, mickey river, cal barn horror movies, thriller six teen whose cyberbulli drove their classmat to kill herself becom the target of an onlin stalker with a lethal agenda.","Horror, Thriller, Mystery",26.658,2873.0,not_popular
a babysitter's guide to monster hunting,"rachel talalay tamara smart, oona laurence, tom felton, troy leigh-ann johnson, lynn masako cheng, ty consiglio, ian ho, indya moore, alessio scalzotto, tamsen mcdonough children & famili movi recruit by a secret societi of babysitters, a high schooler battl the boogeyman and hi monster when they nab the boy she' watch on halloween.","Family, Fantasy, Adventure, Comedy",48.823,232.0,below_avg
batman: the killing joke,"sam liu kevin conroy, mark hamill, tara strong, ray wise, john dimaggio, robin atkin downes, brian george, jp karliak, andrew kishino, nolan north action & adventur the joker make life hell for the gordon famili in a monstrou attempt to prove to batman that one bad day can drive a good man to madness.","Action, Animation, Crime, Drama",72.697,1418.0,average
blackpink: light up the sky,"carolin suh blackpink documentaries, music & music record-shatt korean girl band blackpink tell their stori — and detail the hard-fought journey of the dream and trial behind their meteor rise.","Documentary, Music",20.112,400.0,popular
the three deaths of marisela escobedo,"carlo pérez osorio documentaries, intern movi thi documentari examin a mother' tireless crusad to jail her daughter' murder after mexico' justic system fail to do so.","Documentary, Crime",35.767,183.0,popular
house of the witch,"alex merkin emili bader, darren mann, michel randolph, coy stewart, jess pepe, arden belle, joel nagle, nolan bateman horror movi a group of dare teen find themselv in a fight for their live insid a haunt hous when a sinist spirit crash their halloween party.","Horror, TV Movie",54.976,113.0,not_popular
hubie halloween,"steve brill adam sandler, kevin james, juli bowen, ray liotta, steve buscemi, maya rudolph, rob schneider, june squibb, kenan thompson, tim meadows, michael chiklis, karan brar, georg wallace, pari berelc, noah schnapp, china ann mcclain, colin quinn, kym whitley, lavel crawford, mikey day, jacki sandler, sadi sandler, sunni sandler comedies, horror movi hubie' not the most popular guy in salem, mass., but when halloween turn truli spooky, thi good-heart scaredy-cat set out to keep hi town safe.","Comedy, Mystery, Horror",17.063,1195.0,not_popular
david attenborough: a life on our planet,"alastair fothergill, jonni hughes, keith scholey david attenborough documentari a broadcast recount hi life, and the evolutionari histori of life on earth, to griev the loss of wild place and offer a vision for the future.",Documentary,16.83,216.0,popular
the binding,"domenico de feudi riccardo scamarcio, mía maestro horror movies, intern movies, thriller while visit her fiancé' mother in southern italy, a woman must fight the mysteri and malevol curs intent on claim her daughter.","Horror, Thriller, Drama",36.136,188.0,not_popular
an ordinary man,"brad silberl ben kingsley, hera hilmar, peter serafinowicz dramas, thriller a war crimin in hide begin to suspect that the maid, hi onli confid and contact with the outsid world, may be hide someth herself.","Action, Drama, War",19.554,104.0,below_avg
evil,"katja herbers, mike colter, aasif mandvi, michael emerson, christin lahti, kurt fuller, marti matuli tv drama a forens psychologist partner with a cathol priest-in-train to investig miracl and demon possess in thi supernatur drama.",Drama,18.763,241.0,popular
free state of jones,"gari ross matthew mcconaughey, gugu mbatha-raw, mahershala ali, keri russell, christoph berry, sean bridgers, jacob lofland, thoma franci murphy, bill tangradi action & adventure, drama a mississippi farmer turn outlaw as he lead a ragtag band of fellow civil war desert and escap slave in a rebellion against the confederacy.","Action, Drama, History, War",20.832,1210.0,average
hunt for the wilderpeople,"taika waititi sam neill, julian dennison, rima te wiata, rachel house, tioreor ngatai-melbourne, oscar kightley, stan walker, mike minogue, cohen holloway, rhi darbi action & adventure, comedies, drama a misadventur in the wilder lead to life-chang discoveri for a troubl orphan teen from the citi and hi belliger foster father.","Adventure, Comedy, Drama",20.563,1574.0,popular
the outpost,"rod luri scott eastwood, caleb landri jones, orlando bloom, jack kesy, cori hardrict, milo gibson, jacob scipio, taylor john smith, jonathan yunger, alexand arnold action & adventure, drama a group of vastli outnumb u.s. soldier at a remot afghanistan base must fend off a brutal offens by taliban fighter in the battl of kamdesh.","War, Drama, History, Action",32.309,722.0,average
we have always lived in the castle,"staci passon taissa farmiga, alexandra daddario, crispin glover, sebastian stan, paula malcomson, peter coonan, ian toner, joann crawford dramas, thriller the fragil and secret world of two sister and their uncl crumbl when their charm cousin arriv with eye toward the famili fortune.","Drama, Mystery, Thriller",16.645,213.0,not_popular
american murder: the family next door,"jenni popplewel documentari use raw, firsthand footage, thi documentari examin the disappear of shanann watt and her children, and the terribl event that followed.","Documentary, Mystery, Crime",19.916,470.0,popular
bully,lee hirsch documentari thi eye-open documentari track the stori of five differ famili whose children are struggl to defend themselv from school bullies.,"Crime, Drama",22.511,334.0,average
welcome to sudden death,"dalla jackson michael jai white, michael eklund, sabryn rock, nakai takawira, lyric justice, sagin semajuste, gari owen, anthoni grant, kristen harris, bj verot, sean skene, marres crump, stephani sy, jeff strome, adam hurtig, gillian white, anthoni j. mifsud action & adventur at a basketbal game, an ex-speci forc offic must face a group of tech-savvi hostil when a team owner and hi daughter are taken hostage.",Action,19.037,231.0,below_avg
van helsing,"kelli overton, jonathan scarfe, christoph heyerdahl, paul johansson, david cubitt, tim guine intern tv shows, tv action & adventure, tv drama after three year in a coma, vanessa awaken to a world ravag by vampires. now, she and a motley band of fellow survivor fight to stay alive.","Horror, Adventure, Action",41.803,4734.0,below_avg
real steel,"shawn levi hugh jackman, dakota goyo, evangelin lilly, anthoni mackie, kevin durand, hope davis, jame rebhorn, karl yune, olga fonda, john gatin action & adventure, sci-fi & fantasy, sport movi a struggl fighter-turned-promot reconnect with hi estrang son to convert an old-gener robot into a mighti world robot box contender.","Action, Science Fiction, Drama",203.843,6561.0,average
